"date","TagID","travel_adj","period","sum_p","mean_r","mean_t","mean_w"
2024-07-13,"Tag_20",18.8154730308501,"before",0,314.666666666667,14.4966666666667,2.02033333333333
2024-07-13,"Tag_13",10.0002497185762,"before",0,314.666666666667,14.4966666666667,2.02033333333333
2024-07-13,"Tag_3",54.3551128975135,"before",0,314.666666666667,14.4966666666667,2.02033333333333
2024-07-13,"Tag_8",24.0479137725791,"before",0,314.666666666667,14.4966666666667,2.02033333333333
2024-07-13,"Tag_19",32.7617303247622,"before",0,314.666666666667,14.4966666666667,2.02033333333333
2024-07-13,"Tag_14",37.0570482591296,"before",0,314.666666666667,14.4966666666667,2.02033333333333
2024-07-14,"Tag_8",57.9125916569451,"after",0,426.233333333333,17.1866666666667,1.60066666666667
2024-07-14,"Tag_3",8.02368609849168,"after",0,426.233333333333,17.1866666666667,1.60066666666667
2024-07-14,"Tag_20",31.9450129101,"after",0,426.233333333333,17.1866666666667,1.60066666666667
2024-07-14,"Tag_19",58.3160737111601,"after",0,426.233333333333,17.1866666666667,1.60066666666667
2024-07-14,"Tag_14",284.579634352922,"after",0,426.233333333333,17.1866666666667,1.60066666666667
2024-07-14,"Tag_13",157.728695516091,"after",0,426.233333333333,17.1866666666667,1.60066666666667
2024-07-14,"Tag_19",101.782515952188,"before",0,263.166666666667,16.2,1.53266666666667
2024-07-14,"Tag_14",34.3062311165562,"before",0,263.166666666667,16.2,1.53266666666667
2024-07-14,"Tag_20",3.24095133156572,"before",0,263.166666666667,16.2,1.53266666666667
2024-07-14,"Tag_8",4.77401622087547,"before",0,263.166666666667,16.2,1.53266666666667
2024-07-14,"Tag_13",3.31349091023116,"before",0,263.166666666667,16.2,1.53266666666667
2024-07-14,"Tag_3",52.3933878900744,"before",0,263.166666666667,16.2,1.53266666666667
2024-07-15,"Tag_20",125.714933360766,"after",0,370.7,19.4,1.28466666666667
2024-07-15,"Tag_19",127.516284182126,"after",0,370.7,19.4,1.28466666666667
2024-07-15,"Tag_13",132.229564186224,"after",0,370.7,19.4,1.28466666666667
2024-07-15,"Tag_3",114.001092093962,"after",0,370.7,19.4,1.28466666666667
2024-07-15,"Tag_8",211.079977406507,"after",0,370.7,19.4,1.28466666666667
2024-07-15,"Tag_14",92.2088583466605,"after",0,370.7,19.4,1.28466666666667
2024-07-15,"Tag_20",56.934001678345,"before",0,312.633333333333,17.1166666666667,1.02266666666667
2024-07-15,"Tag_14",247.183343464784,"before",0,312.633333333333,17.1166666666667,1.02266666666667
2024-07-15,"Tag_8",90.1553866404316,"before",0,312.633333333333,17.1166666666667,1.02266666666667
2024-07-15,"Tag_3",0,"before",0,312.633333333333,17.1166666666667,1.02266666666667
2024-07-15,"Tag_13",29.9782245480485,"before",0,312.633333333333,17.1166666666667,1.02266666666667
2024-07-15,"Tag_19",43.2999828994819,"before",0,312.633333333333,17.1166666666667,1.02266666666667
2024-07-17,"Tag_3",141.821029405085,"after",0,817.8,21.5633333333333,4.04466666666667
2024-07-17,"Tag_14",83.3451588794978,"after",0,817.8,21.5633333333333,4.04466666666667
2024-07-17,"Tag_19",66.1871848707844,"after",0,817.8,21.5633333333333,4.04466666666667
2024-07-17,"Tag_20",127.692981999223,"after",0,817.8,21.5633333333333,4.04466666666667
2024-07-17,"Tag_13",94.3884617911344,"after",0,817.8,21.5633333333333,4.04466666666667
2024-07-17,"Tag_8",75.0209141060417,"after",0,817.8,21.5633333333333,4.04466666666667
2024-07-17,"Tag_3",24.3241648122438,"before",0,531.733333333333,20.1766666666667,3.02433333333333
2024-07-17,"Tag_20",47.9798771438351,"before",0,531.733333333333,20.1766666666667,3.02433333333333
2024-07-17,"Tag_19",36.0883819955457,"before",0,531.733333333333,20.1766666666667,3.02433333333333
2024-07-17,"Tag_14",21.374412844553,"before",0,531.733333333333,20.1766666666667,3.02433333333333
2024-07-17,"Tag_8",4.45022088253212,"before",0,531.733333333333,20.1766666666667,3.02433333333333
2024-07-17,"Tag_13",36.3611256089719,"before",0,531.733333333333,20.1766666666667,3.02433333333333
2024-07-19,"Tag_19",91.3918313858472,"after",0,284.133333333333,20.7333333333333,1.89533333333333
2024-07-19,"Tag_20",22.1376952652845,"after",0,284.133333333333,20.7333333333333,1.89533333333333
2024-07-19,"Tag_8",92.3939366587774,"after",0,284.133333333333,20.7333333333333,1.89533333333333
2024-07-19,"Tag_13",8.34887794777242,"after",0,284.133333333333,20.7333333333333,1.89533333333333
2024-07-19,"Tag_3",4.33599670220828,"after",0,284.133333333333,20.7333333333333,1.89533333333333
2024-07-19,"Tag_14",50.7948017223371,"after",0,284.133333333333,20.7333333333333,1.89533333333333
2024-07-19,"Tag_19",14.5808048629779,"before",0,341.6,19.99,2.46033333333333
2024-07-19,"Tag_13",78.7293439666738,"before",0,341.6,19.99,2.46033333333333
2024-07-19,"Tag_20",5.41454829583472,"before",0,341.6,19.99,2.46033333333333
2024-07-19,"Tag_3",64.6118216802684,"before",0,341.6,19.99,2.46033333333333
2024-07-19,"Tag_14",53.0980905102567,"before",0,341.6,19.99,2.46033333333333
2024-07-19,"Tag_8",112.393496612455,"before",0,341.6,19.99,2.46033333333333
2024-07-22,"Tag_20",115.117651132266,"before",0,81.8,15.92,2.226
2024-07-22,"Tag_3",188.740690148001,"before",0,81.8,15.92,2.226
2024-07-22,"Tag_13",109.484300873945,"before",0,81.8,15.92,2.226
2024-07-22,"Tag_19",12.0454917479204,"before",0,81.8,15.92,2.226
2024-07-22,"Tag_14",30.7672089858997,"before",0,81.8,15.92,2.226
2024-07-22,"Tag_8",130.618105717285,"before",0,81.8,15.92,2.226
